Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,120.129997,121.040001,119.019997,120.940002,120.140251,3871800
2023-03-06,121.129997,121.989998,119.959999,120.169998,119.375343,5183800
2023-03-07,120.199997,121.019997,119.230003,119.589996,118.799171,5345700
2023-03-08,119.269997,120.040001,118.730003,119.860001,119.067398,4175200
2023-03-09,120.080002,121.860001,117.550003,117.870003,117.090561,5635900
2023-03-10,118.830002,118.989998,116.639999,117.489998,116.713066,5979600
2023-03-13,115.820000,118.290001,115.790001,116.860001,116.087234,6038200
2023-03-14,119.000000,119.489998,117.230003,119.000000,118.213074,6050800
2023-03-15,116.320000,118.629997,115.809998,118.169998,117.388565,6599200
2023-03-16,116.860001,120.809998,116.610001,120.650002,119.852165,5658700
2023-03-17,121.169998,121.730003,118.669998,120.389999,119.593887,12868900
2023-03-20,120.989998,122.680000,119.809998,121.199997,120.398521,7594100
2023-03-21,123.500000,126.059998,122.970001,125.610001,124.779366,15078800
2023-03-22,123.660004,125.260002,119.330002,119.500000,118.709770,17625500
2023-03-23,120.470001,123.269997,119.470001,120.970001,120.170052,7628100
2023-03-24,120.230003,121.000000,119.320000,120.709999,119.911766,6158800
2023-03-27,121.019997,121.070000,117.610001,117.809998,117.030945,6564200
2023-03-28,117.949997,118.440002,116.849998,117.870003,117.090561,4461400
2023-03-29,118.639999,120.570000,118.489998,120.489998,119.693230,5644000
2023-03-30,121.029999,121.440002,119.339996,120.099998,119.305801,4578900
2023-03-31,120.919998,122.709999,120.599998,122.639999,121.829010,5659400
2023-04-03,122.500000,122.849998,120.820000,121.669998,120.865425,4838400
2023-04-04,121.379997,123.949997,121.360001,123.690002,122.872063,5895300
2023-04-05,123.000000,123.330002,120.559998,120.900002,120.100517,4331400
2023-04-06,119.510002,120.489998,117.849998,120.220001,119.425011,4256900
2023-04-10,119.300003,121.910004,119.129997,121.910004,121.103836,3731200
2023-04-11,122.040001,124.080002,122.040001,123.300003,122.484642,4471000
2023-04-12,124.760002,124.860001,123.220001,123.660004,122.842270,4524900
2023-04-13,124.639999,126.669998,124.459999,126.430000,125.593948,5355300
2023-04-14,127.000000,127.489998,125.489998,125.949997,125.117119,4828700
2023-04-17,126.029999,126.480003,125.129997,126.190002,125.355537,3917900
2023-04-18,127.230003,127.279999,125.019997,126.209999,125.375397,3857700
2023-04-19,126.000000,126.080002,124.919998,125.669998,124.838974,3547400
2023-04-20,124.800003,125.349998,123.709999,124.449997,123.627037,3891600
2023-04-21,124.400002,125.680000,123.620003,125.529999,124.699898,3651400
2023-04-24,125.510002,127.129997,125.150002,127.089996,126.249580,3790900
2023-04-25,126.529999,126.769997,124.050003,124.660004,123.835655,4383300
2023-04-26,124.209999,124.980003,123.290001,123.839996,123.021072,4003200
2023-04-27,124.440002,126.010002,123.139999,125.699997,124.868774,4252100
2023-04-28,125.150002,127.070000,124.959999,126.720001,125.882034,4420700
2023-05-01,126.919998,128.679993,126.860001,127.919998,127.074089,4112600
2023-05-02,127.150002,127.580002,125.169998,127.260002,126.418457,3831600
2023-05-03,125.489998,128.380005,123.669998,126.739998,125.901894,4560100
2023-05-04,124.940002,125.190002,122.820000,123.669998,122.852196,6177100
2023-05-05,125.930000,127.029999,125.220001,126.589996,125.752884,4887500
2023-05-08,127.260002,127.690002,125.980003,126.879997,126.040970,3892600
2023-05-09,125.269997,125.660004,124.169998,125.099998,124.272743,4082100
2023-05-10,126.290001,126.459999,122.169998,123.510002,122.693253,5052600
2023-05-11,123.449997,123.860001,121.900002,122.220001,121.411789,5923100
2023-05-12,120.989998,121.199997,119.029999,120.209999,119.415077,6571800
2023-05-15,119.820000,119.989998,118.010002,119.830002,119.037598,5518200
2023-05-16,117.500000,117.839996,116.120003,116.480003,115.709747,8306400
2023-05-17,116.379997,117.129997,115.250000,116.980003,116.206436,7765400
2023-05-18,117.430000,119.150002,116.849998,118.870003,118.083939,5970500
2023-05-19,114.559998,115.489998,113.099998,114.760002,114.001122,11672400
2023-05-22,112.849998,112.849998,110.019997,110.180000,109.451408,12710300
2023-05-23,109.769997,111.059998,108.190002,108.779999,108.060661,11790400
2023-05-24,109.000000,109.099998,107.199997,108.290001,107.573906,8503200
2023-05-25,108.349998,108.970001,107.419998,107.480003,106.769264,6729800
2023-05-26,107.000000,108.449997,107.000000,107.510002,106.799065,7911200
2023-05-30,108.400002,108.879997,106.269997,106.519997,105.815605,9335200
2023-05-31,105.699997,106.169998,104.830002,105.260002,104.563942,21465200
2023-06-01,104.180000,104.599998,102.900002,103.629997,102.944717,12025200
2023-06-02,107.629997,108.419998,106.129997,107.779999,107.419708,11835000
2023-06-05,107.879997,107.879997,105.180000,105.199997,104.848328,7434000
2023-06-06,105.489998,106.750000,105.199997,106.190002,105.835022,7896300
2023-06-07,106.040001,108.239998,105.419998,107.089996,106.732010,11123900
2023-06-08,107.160004,107.519997,105.669998,106.199997,105.844986,9137600
2023-06-09,105.910004,106.279999,105.349998,105.860001,105.506126,5795200
2023-06-12,106.290001,106.849998,104.599998,106.830002,106.472885,7964600
2023-06-13,107.139999,107.480003,106.290001,106.779999,106.423050,8460500
2023-06-14,107.480003,113.400002,107.480003,112.860001,112.482727,17415500
2023-06-15,111.830002,112.820000,110.160004,112.410004,112.034233,10374200
2023-06-16,114.000000,114.760002,113.059998,113.589996,113.210281,14443700
2023-06-20,111.410004,112.820000,108.959999,109.540001,109.173820,10602400
2023-06-21,109.129997,110.360001,108.709999,109.980003,109.612358,8377800
2023-06-22,110.820000,111.250000,109.779999,110.459999,110.090744,6002900
2023-06-23,107.750000,110.290001,107.300003,109.519997,109.153885,14324200
2023-06-26,109.669998,112.209999,109.669998,111.739998,111.366463,6887100
2023-06-27,112.529999,114.180000,112.430000,113.610001,113.230217,7138600
2023-06-28,113.339996,113.750000,112.120003,113.029999,112.652153,6766000
2023-06-29,113.599998,114.269997,112.610001,113.370003,112.991020,12465500
2023-06-30,111.589996,112.250000,109.800003,110.370003,110.001053,19614400
2023-07-03,111.059998,111.300003,109.110001,109.110001,108.745262,5734200
2023-07-05,108.620003,108.910004,106.540001,107.099998,106.741974,10405300
2023-07-06,105.290001,106.089996,103.669998,105.099998,104.748665,9923500
2023-07-07,104.800003,105.470001,104.029999,104.459999,104.110802,7460200
2023-07-10,104.480003,106.309998,104.250000,105.779999,105.426392,5374600
2023-07-11,105.650002,107.620003,105.620003,107.389999,107.031006,5457200
2023-07-12,108.529999,109.089996,107.220001,107.760002,107.399773,8305000
2023-07-13,109.070000,109.129997,107.680000,107.839996,107.479500,6692300
2023-07-14,107.940002,108.639999,107.190002,107.949997,107.589134,6932300
2023-07-17,107.260002,109.099998,106.760002,108.709999,108.346596,6682900
2023-07-18,108.580002,110.339996,108.309998,109.720001,109.353218,5717900
2023-07-19,109.080002,110.250000,108.580002,109.879997,109.512680,5027100
2023-07-20,109.570000,110.019997,107.480003,107.529999,107.170540,6458000
2023-07-21,108.000000,109.290001,107.510002,109.059998,108.695427,6630200
2023-07-24,110.410004,110.550003,108.510002,108.769997,108.406395,6787600
2023-07-25,108.279999,108.849998,107.389999,108.300003,107.937973,7692800
2023-07-26,108.300003,109.589996,107.949997,109.300003,108.934631,5148900
2023-07-27,109.830002,110.230003,107.400002,107.669998,107.310074,6544600
2023-07-28,108.110001,108.959999,107.629997,108.620003,108.256897,5988300
2023-07-31,109.410004,110.849998,109.050003,110.389999,110.020981,6406000
2023-08-01,110.000000,110.529999,109.139999,109.400002,109.034294,4566700
2023-08-02,108.279999,108.519997,107.449997,107.510002,107.150612,6213200
2023-08-03,107.000000,109.089996,106.650002,108.639999,108.276833,5084300
2023-08-04,108.709999,110.309998,108.239998,108.809998,108.446259,5617600
2023-08-07,109.870003,110.940002,109.180000,110.480003,110.110680,4887300
2023-08-08,109.629997,109.889999,107.349998,109.690002,109.323326,5851900
2023-08-09,109.790001,110.019997,108.300003,109.690002,109.323326,4328600
2023-08-10,110.309998,111.949997,108.519997,109.029999,108.665527,7276500
2023-08-11,108.900002,109.529999,107.860001,108.089996,107.728668,5104300
2023-08-14,107.919998,108.300003,107.070000,107.639999,107.280174,5305200
2023-08-15,106.070000,106.820000,105.599998,106.550003,106.193817,6197600
2023-08-16,106.070000,108.379997,106.070000,106.529999,106.173882,5953100
2023-08-17,107.430000,107.830002,104.779999,105.050003,104.698837,5692800
2023-08-18,103.830002,105.050003,103.760002,104.809998,104.459633,5835200
2023-08-21,105.470001,105.480003,102.629997,102.860001,102.516151,6697600
2023-08-22,100.959999,102.370003,100.730003,101.459999,101.120834,9820100
2023-08-23,96.980003,99.190002,96.550003,98.750000,98.419891,20909100
2023-08-24,98.699997,99.190002,97.559998,97.629997,97.303635,10310000
2023-08-25,98.500000,99.089996,97.809998,98.839996,98.509590,7290600
2023-08-28,99.589996,100.059998,98.870003,99.629997,99.296944,6006600
2023-08-29,100.029999,102.160004,99.720001,101.769997,101.429794,8641600
2023-08-30,101.639999,102.809998,101.510002,102.099998,101.758690,4822100
2023-08-31,102.620003,102.889999,101.610001,101.709999,101.369995,7046200
2023-09-01,101.970001,102.959999,101.519997,102.360001,102.360001,6359400
2023-09-05,101.500000,101.959999,100.230003,100.320000,100.320000,6698700
2023-09-06,99.760002,100.309998,99.029999,100.180000,100.180000,6096000
2023-09-07,98.260002,98.760002,97.639999,97.930000,97.930000,9927100
2023-09-08,98.099998,98.129997,97.279999,97.669998,97.669998,6435000
2023-09-11,98.330002,98.379997,96.580002,96.790001,96.790001,7584700
2023-09-12,96.989998,97.169998,96.180000,96.300003,96.300003,6307700
2023-09-13,96.300003,97.199997,95.660004,96.129997,96.129997,7140700
2023-09-14,96.720001,97.680000,95.900002,97.190002,97.190002,7075300
2023-09-15,98.150002,98.150002,96.129997,96.260002,96.260002,10465700
2023-09-18,96.000000,96.370003,95.279999,95.510002,95.510002,6946300
2023-09-19,95.040001,95.489998,94.410004,94.620003,94.620003,9386600
2023-09-20,93.970001,95.400002,93.830002,94.040001,94.040001,10274200
2023-09-21,93.419998,93.489998,91.480003,91.589996,91.589996,7958600
2023-09-22,91.580002,92.330002,90.550003,90.849998,90.849998,9289400
2023-09-25,90.000000,90.849998,89.790001,90.599998,90.599998,8291700
2023-09-26,90.000000,90.699997,89.779999,90.169998,90.169998,8060500
2023-09-27,90.559998,90.699997,89.209999,89.419998,89.419998,7631000
2023-09-28,89.099998,89.779999,88.660004,89.629997,89.629997,15659500
